地名,センター,燃やすごみ,プラ（容器・包装プラスチック類）,カン,ビン,ペットボトル,その他不燃物,スプレー缶類・ガスライター,有害ごみ（乾電池・蛍光灯）,【参考】古紙等集団回収,粗大ごみ（事前申込制有料）,処理困難物,家電リサイクル品目,町で収集しないもの
（48のばと公園前）字円明寺小字東ノ口,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（49若宮前公園北側）字円明寺小字若宮前,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
（49若宮前公園北側）字円明寺小字殿山,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,*3,月 木 *4,*5,*6,*5
（50若宮前公園南側）字円明寺小字横林,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
（50若宮前公園南側）字円明寺小字山田,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
（50若宮前公園南側）字円明寺小字若宮前,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
（51中央公園北側）字円明寺小字殿山,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,*3,月 木 *4,*5,*6,*5
（52殿山公園北側）字円明寺小字殿山,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金4 *3,月 木 *4,*5,*6,*5
（53小泉橋横）字円明寺小字葛原,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火1 *3,月 木 *4,*5,*6,*5
（53小泉橋横）字円明寺小字若宮前,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火1 *3,月 木 *4,*5,*6,*5
（53小泉橋横）字円明寺小字小泉川,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（53小泉橋横）字円明寺小字長慶,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
（54東自治会阪急線路沿い）字円明寺小字葛原,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火1 *3,月 木 *4,*5,*6,*5
（55ラブリー円明寺東南側線路沿い）字円明寺小字横林,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,金2 *3,月 木 *4,*5,*6,*5
（55ラブリー円明寺東南側線路沿い）字円明寺小字若宮前,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
（56円明寺郵便局東側）字円明寺小字葛原,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,*3,月 木 *4,*5,*6,*5
（56円明寺郵便局東側）字円明寺小字若宮前,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
（57Ｚ棟東側）字円明寺小字葛原,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,*3,月 木 *4,*5,*6,*5
（58ＡＢＣＤ棟の間）字円明寺小字殿山,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
（59ＥＦＧＨ棟の間）字円明寺小字殿山,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
（60里ノ後公園前）字円明寺小字里ノ後,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,土2 *3,月 木 *4,*5,*6,*5
（61ＩＪ棟東側）字円明寺小字殿山,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
（62ＯＮ棟西側）字円明寺小字鳥居前,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
（63Ｓ棟西側）字円明寺小字鳥居前,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,火2 *3,月 木 *4,*5,*6,*5
（64ＩＪ棟西側）字円明寺小字鳥居前,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
（65ＰＱ棟西側）字円明寺小字鳥居前,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
（66Ｔ棟西側）字円明寺小字鳥居前,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
（67ＬＭ棟西側）字円明寺小字鳥居前,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
（68Ｒ棟西側）字円明寺小字鳥居前,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,火2 *3,月 木 *4,*5,*6,*5
（69脇山公園東側）字円明寺小字西法寺,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
（71府営住宅）字円明寺小字鳥居前,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
（72円団自治会館前）字円明寺小字山田,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
（72円団自治会館前）字円明寺小字殿山,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
（73大山崎区民会館前）字大山崎小字永福寺,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,火2 *3,月 木 *4,*5,*6,*5
（73大山崎区民会館前）字大山崎小字高橋,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,火2 *3,月 木 *4,*5,*6,*5
（73大山崎区民会館前）字大山崎小字尻江,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,火2 *3,月 木 *4,*5,*6,*5
（73大山崎区民会館前）字大山崎小字茶屋前,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,火2 *3,月 木 *4,*5,*6,*5
（74ベンリー山崎裏）字大山崎小字鏡田,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,火2,月 木 *4,*5,*6,*5
（74ベンリー山崎裏）字大山崎小字尻江,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,火2 *3,月 木 *4,*5,*6,*5
（75イタリアン「Arata」横）字大山崎小字尻江,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,*3,月 木 *4,*5,*6,*5
（75イタリアン「Arata」横）字大山崎小字白味才,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,土4 *3,月 木 *4,*5,*6,*5
（76澤田氏宅前）字大山崎小字松原,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,日3 *3,月 木 *4,*5,*6,*5
（76澤田氏宅前）字大山崎小字傍示木,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,日3 *3,月 木 *4,*5,*6,*5
（77中央公民館南端）字円明寺小字夏目,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,土2 *3,月 木 *4,*5,*6,*5
（77中央公民館南端）字大山崎小字傍示木,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,日3 *3,月 木 *4,*5,*6,*5
（78メゾン山崎前）字大山崎小字高橋,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,火2 *3,月 木 *4,*5,*6,*5
（80西高田公園前）字大山崎小字西高田,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,日4 *3,月 木 *4,*5,*6,*5
（80西高田公園前）字大山崎小字斗加坪,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,日4 *3,月 木 *4,*5,*6,*5
（81大山崎町保育所前）字大山崎小字鏡田,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,*3,月 木 *4,*5,*6,*5
（81大山崎町保育所前）字大山崎小字広敷,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,*3,月 木 *4,*5,*6,*5
（81大山崎町保育所前）字大山崎小字堀尻,クリーンプラザおとくに,月 木 *7,金1 金2 金3 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,金2 金4 *2,土4 *3,月 木 *4,*5,*6,*5
（82鳥居前第３公園前）字円明寺小字鳥居前,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,*3,月 木 *4,*5,*6,*5
（83鳥居前第６公園横）字円明寺小字鳥居前,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,*3,月 木 *4,*5,*6,*5
